are_you_a_ds,activities
Yes,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Maybe,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
No,Categorical Data
No,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Maybe,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Maybe,Categorical Data
No,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Maybe,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
No,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
No,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Maybe,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
No,Categorical Data
Yes,Categorical Data
No,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Maybe,Categorical Data
Yes,Categorical Data
Maybe,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
No,Categorical Data
Yes,Categorical Data
No,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Maybe,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Maybe,Categorical Data
No,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Maybe,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Maybe,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
No,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
No,Categorical Data
No,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Maybe,Categorical Data
Yes,Categorical Data
Maybe,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
No,Categorical Data
Maybe,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Maybe,Categorical Data
No,Categorical Data
No,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Maybe,Categorical Data
Maybe,Categorical Data
No,Categorical Data
Maybe,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
No,Categorical Data
Maybe,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Maybe,Categorical Data
Maybe,Categorical Data
Maybe,Categorical Data
No,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
No,Categorical Data
No,Categorical Data
No,Categorical Data
No,Categorical Data
Yes,Categorical Data
Maybe,Categorical Data
Yes,Categorical Data
Maybe,Categorical Data
No,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
No,Categorical Data
No,Categorical Data
Maybe,Categorical Data
Yes,Categorical Data
Maybe,Categorical Data
No,Categorical Data
No,Categorical Data
Yes,Categorical Data
No,Categorical Data
No,Categorical Data
Yes,Categorical Data
No,Categorical Data
Yes,Categorical Data
Maybe,Categorical Data
Maybe,Categorical Data
Yes,Categorical Data
Maybe,Categorical Data
No,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Maybe,Categorical Data
No,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
No,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
No,Categorical Data
Yes,Categorical Data
Maybe,Categorical Data
Yes,Categorical Data
No,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
No,Categorical Data
Yes,Categorical Data
No,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Maybe,Categorical Data
No,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Maybe,Categorical Data
Yes,Categorical Data
Maybe,Categorical Data
Maybe,Categorical Data
Yes,Categorical Data
Maybe,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Maybe,Categorical Data
No,Categorical Data
Yes,Categorical Data
Maybe,Categorical Data
No,Categorical Data
Yes,Categorical Data
Maybe,Categorical Data
Yes,Categorical Data
No,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
No,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Maybe,Categorical Data
Yes,Categorical Data
No,Categorical Data
Yes,Categorical Data
Maybe,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Maybe,Categorical Data
Yes,Categorical Data
No,Categorical Data
Yes,Categorical Data
No,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Maybe,Categorical Data
Maybe,Categorical Data
Yes,Categorical Data
Maybe,Categorical Data
Maybe,Categorical Data
Maybe,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Maybe,Categorical Data
No,Categorical Data
Maybe,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Maybe,Categorical Data
Maybe,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Maybe,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Maybe,Categorical Data
Yes,Categorical Data
Maybe,Categorical Data
No,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Maybe,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
No,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Maybe,Categorical Data
No,Categorical Data
Yes,Categorical Data
No,Categorical Data
Yes,Categorical Data
No,Categorical Data
Yes,Categorical Data
Maybe,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
No,Categorical Data
No,Categorical Data
Yes,Categorical Data
No,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Maybe,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Maybe,Categorical Data
Maybe,Categorical Data
Yes,Categorical Data
Maybe,Categorical Data
No,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Maybe,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
No,Categorical Data
No,Categorical Data
Yes,Categorical Data
No,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
No,Categorical Data
Maybe,Categorical Data
No,Categorical Data
Yes,Categorical Data
Maybe,Categorical Data
Maybe,Categorical Data
No,Categorical Data
Yes,Categorical Data
Maybe,Categorical Data
Yes,Categorical Data
Maybe,Categorical Data
No,Categorical Data
Yes,Categorical Data
No,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Maybe,Categorical Data
Maybe,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Maybe,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
No,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Maybe,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Maybe,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
No,Categorical Data
Yes,Categorical Data
No,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
No,Categorical Data
Maybe,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
No,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
No,Categorical Data
No,Categorical Data
No,Categorical Data
Maybe,Categorical Data
Yes,Categorical Data
No,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Maybe,Categorical Data
Yes,Categorical Data
No,Categorical Data
No,Categorical Data
Yes,Categorical Data
No,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
No,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
No,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
No,Categorical Data
Maybe,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
No,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Maybe,Categorical Data
Maybe,Categorical Data
No,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
No,Categorical Data
No,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
No,Categorical Data
Yes,Categorical Data
No,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Maybe,Categorical Data
No,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Maybe,Categorical Data
Yes,Categorical Data
No,Categorical Data
Yes,Categorical Data
No,Categorical Data
Yes,Categorical Data
No,Categorical Data
Maybe,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Maybe,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
No,Categorical Data
Yes,Categorical Data
Maybe,Categorical Data
No,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
No,Categorical Data
Yes,Categorical Data
No,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
No,Categorical Data
Maybe,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Maybe,Categorical Data
Maybe,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Maybe,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Maybe,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
No,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Maybe,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
No,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Maybe,Categorical Data
No,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
No,Categorical Data
Maybe,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
No,Categorical Data
Yes,Categorical Data
No,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
No,Categorical Data
No,Categorical Data
No,Categorical Data
Maybe,Categorical Data
Yes,Categorical Data
No,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Maybe,Categorical Data
Maybe,Categorical Data
Yes,Categorical Data
No,Categorical Data
No,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
No,Categorical Data
Yes,Categorical Data
No,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Maybe,Categorical Data
Maybe,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Maybe,Categorical Data
Yes,Categorical Data
No,Categorical Data
Maybe,Categorical Data
Maybe,Categorical Data
Yes,Categorical Data
No,Categorical Data
Yes,Categorical Data
No,Categorical Data
No,Categorical Data
Yes,Categorical Data
Maybe,Categorical Data
Maybe,Categorical Data
No,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Maybe,Categorical Data
No,Categorical Data
No,Categorical Data
Yes,Categorical Data
No,Categorical Data
Yes,Categorical Data
No,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Maybe,Categorical Data
No,Categorical Data
Maybe,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
No,Categorical Data
Maybe,Categorical Data
Yes,Categorical Data
No,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
No,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
No,Categorical Data
Yes,Categorical Data
No,Categorical Data
Yes,Categorical Data
Maybe,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
No,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Maybe,Categorical Data
Yes,Categorical Data
Maybe,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
No,Categorical Data
No,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
No,Categorical Data
Yes,Categorical Data
Maybe,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Maybe,Categorical Data
Maybe,Categorical Data
No,Categorical Data
Maybe,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Maybe,Categorical Data
No,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
No,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Maybe,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Maybe,Categorical Data
Yes,Categorical Data
Maybe,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
No,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Maybe,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
No,Categorical Data
Maybe,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
No,Categorical Data
Yes,Categorical Data
No,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
No,Categorical Data
Yes,Categorical Data
Maybe,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
No,Categorical Data
No,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
No,Categorical Data
Maybe,Categorical Data
Yes,Categorical Data
Maybe,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
No,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Maybe,Categorical Data
Yes,Categorical Data
Maybe,Categorical Data
Yes,Categorical Data
No,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Maybe,Categorical Data
No,Categorical Data
Maybe,Categorical Data
No,Categorical Data
No,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Maybe,Categorical Data
Maybe,Categorical Data
Yes,Categorical Data
No,Categorical Data
Maybe,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
No,Categorical Data
Maybe,Categorical Data
Maybe,Categorical Data
No,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Maybe,Categorical Data
No,Categorical Data
Yes,Categorical Data
No,Categorical Data
Maybe,Categorical Data
Maybe,Categorical Data
Yes,Categorical Data
Maybe,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Maybe,Categorical Data
Maybe,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Maybe,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Maybe,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Maybe,Categorical Data
Maybe,Categorical Data
Yes,Categorical Data
Maybe,Categorical Data
No,Categorical Data
No,Categorical Data
No,Categorical Data
Yes,Categorical Data
No,Categorical Data
No,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Maybe,Categorical Data
Yes,Categorical Data
Maybe,Categorical Data
No,Categorical Data
Yes,Categorical Data
Maybe,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
No,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Maybe,Categorical Data
Yes,Categorical Data
No,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
No,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Maybe,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Maybe,Categorical Data
Maybe,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
No,Categorical Data
Maybe,Categorical Data
Yes,Categorical Data
Maybe,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Maybe,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Maybe,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Maybe,Categorical Data
Maybe,Categorical Data
Maybe,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
No,Categorical Data
Yes,Categorical Data
Maybe,Categorical Data
No,Categorical Data
Yes,Categorical Data
Maybe,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
No,Categorical Data
Maybe,Categorical Data
Yes,Categorical Data
No,Categorical Data
No,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Maybe,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Maybe,Categorical Data
Yes,Categorical Data
No,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Maybe,Categorical Data
Yes,Categorical Data
Maybe,Categorical Data
Maybe,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
No,Categorical Data
Maybe,Categorical Data
Maybe,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
No,Categorical Data
Maybe,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Maybe,Categorical Data
Yes,Categorical Data
Maybe,Categorical Data
Maybe,Categorical Data
Yes,Categorical Data
Maybe,Categorical Data
Yes,Categorical Data
No,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
No,Categorical Data
Yes,Categorical Data
Maybe,Categorical Data
No,Categorical Data
No,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Maybe,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Maybe,Categorical Data
Yes,Categorical Data
Maybe,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
No,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Maybe,Categorical Data
Yes,Categorical Data
No,Categorical Data
Yes,Categorical Data
Maybe,Categorical Data
Yes,Categorical Data
Maybe,Categorical Data
Yes,Categorical Data
Maybe,Categorical Data
No,Categorical Data
No,Categorical Data
Maybe,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
No,Categorical Data
No,Categorical Data
Yes,Categorical Data
Maybe,Categorical Data
No,Categorical Data
Maybe,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Maybe,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
No,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
No,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
No,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Maybe,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Maybe,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Yes,Categorical Data
Maybe,Categorical Data
Maybe,Categorical Data
Maybe,Categorical Data
Yes,Categorical Data
