are_you_a_ds,industry,datatypes
Yes,Accounting/Finance,Audio Data
Maybe,Computers/Technology,Audio Data
Yes,Computers/Technology,Audio Data
Yes,Academics/Education,Audio Data
Yes,Accounting/Finance,Audio Data
No,Other industry,Audio Data
Yes,Computers/Technology,Audio Data
Yes,I am a student,Audio Data
No,Computers/Technology,Audio Data
No,Computers/Technology,Audio Data
Yes,I am a student,Audio Data
Yes,Accounting/Finance,Audio Data
Yes,Computers/Technology,Audio Data
Maybe,I am a student,Audio Data
Yes,I am a student,Audio Data
Yes,I am a student,Audio Data
Yes,I am a student,Audio Data
Maybe,I am a student,Audio Data
Yes,Computers/Technology,Audio Data
Maybe,Computers/Technology,Audio Data
Maybe,Other industry,Audio Data
Yes,Computers/Technology,Audio Data
Yes,I am a student,Audio Data
Yes,I am a student,Audio Data
Yes,Other industry,Audio Data
Yes,Computers/Technology,Audio Data
Yes,Computers/Technology,Audio Data
Yes,Computers/Technology,Audio Data
Yes,Computers/Technology,Audio Data
Yes,Computers/Technology,Audio Data
Maybe,I am a student,Audio Data
No,I am a student,Audio Data
Yes,Computers/Technology,Audio Data
Yes,Computers/Technology,Audio Data
Maybe,Other industry,Audio Data
No,Academics/Education,Audio Data
No,Computers/Technology,Audio Data
Yes,I am a student,Audio Data
Yes,Computers/Technology,Audio Data
Yes,I am a student,Audio Data
Yes,Computers/Technology,Audio Data
Yes,Computers/Technology,Audio Data
Yes,Online Service/Internet-based Services,Audio Data
No,Academics/Education,Audio Data
Yes,Computers/Technology,Audio Data
No,Computers/Technology,Audio Data
Maybe,Computers/Technology,Audio Data
Maybe,Computers/Technology,Audio Data
Maybe,Academics/Education,Audio Data
Maybe,Computers/Technology,Audio Data
No,Online Service/Internet-based Services,Audio Data
Yes,Other industry,Audio Data
Maybe,Other industry,Audio Data
Yes,Other industry,Audio Data
Yes,Other industry,Audio Data
Yes,Academics/Education,Audio Data
Maybe,I am a student,Audio Data
Maybe,Computers/Technology,Audio Data
Yes,Computers/Technology,Audio Data
Maybe,Computers/Technology,Audio Data
Yes,Computers/Technology,Audio Data
Yes,Computers/Technology,Audio Data
Yes,Other industry,Audio Data
Yes,Computers/Technology,Audio Data
Maybe,Computers/Technology,Audio Data
Yes,I am a student,Audio Data
Yes,Other industry,Audio Data
Yes,I am a student,Audio Data
Yes,I am a student,Audio Data
Yes,I am a student,Audio Data
Yes,Academics/Education,Audio Data
No,Computers/Technology,Audio Data
Yes,Other industry,Audio Data
Yes,Computers/Technology,Audio Data
Maybe,Academics/Education,Audio Data
No,Computers/Technology,Audio Data
No,Computers/Technology,Audio Data
Maybe,Computers/Technology,Audio Data
Yes,Computers/Technology,Audio Data
Yes,I am a student,Audio Data
No,Other industry,Audio Data
Yes,I am a student,Audio Data
Yes,Computers/Technology,Audio Data
Maybe,Other industry,Audio Data
Maybe,Computers/Technology,Audio Data
No,Computers/Technology,Audio Data
Yes,Accounting/Finance,Audio Data
Maybe,Other industry,Audio Data
No,Accounting/Finance,Audio Data
Yes,Academics/Education,Audio Data
Maybe,I am a student,Audio Data
Maybe,I am a student,Audio Data
No,I am a student,Audio Data
Maybe,Academics/Education,Audio Data
Yes,Computers/Technology,Audio Data
Yes,Academics/Education,Audio Data
Yes,I am a student,Audio Data
No,I am a student,Audio Data
Yes,Computers/Technology,Audio Data
Maybe,Computers/Technology,Audio Data
Yes,Academics/Education,Audio Data
No,Computers/Technology,Audio Data
Yes,Online Service/Internet-based Services,Audio Data
No,Computers/Technology,Audio Data
No,Other industry,Audio Data
Yes,Academics/Education,Audio Data
Yes,Academics/Education,Audio Data
Yes,Computers/Technology,Audio Data
No,I am a student,Audio Data
Yes,Computers/Technology,Audio Data
Yes,I am a student,Categorical Data
Yes,Other industry,Categorical Data
Maybe,I am a student,Categorical Data
Maybe,Computers/Technology,Categorical Data
No,Academics/Education,Categorical Data
Maybe,I am a student,Categorical Data
No,I am a student,Categorical Data
Maybe,Other industry,Categorical Data
No,Other industry,Categorical Data
Yes,Other industry,Categorical Data
Yes,Other industry,Categorical Data
No,Computers/Technology,Categorical Data
Maybe,Other industry,Categorical Data
Yes,Computers/Technology,Categorical Data
Yes,Computers/Technology,Categorical Data
Yes,Computers/Technology,Categorical Data
Yes,Other industry,Categorical Data
Maybe,Other industry,Categorical Data
Yes,Accounting/Finance,Categorical Data
Yes,Computers/Technology,Categorical Data
Yes,Academics/Education,Categorical Data
Maybe,Computers/Technology,Categorical Data
Yes,Other industry,Categorical Data
Yes,I am a student,Categorical Data
Yes,Academics/Education,Categorical Data
Yes,Academics/Education,Categorical Data
Yes,I am a student,Categorical Data
Maybe,Academics/Education,Categorical Data
Maybe,Online Service/Internet-based Services,Categorical Data
No,Accounting/Finance,Categorical Data
Yes,I am a student,Categorical Data
Maybe,Online Service/Internet-based Services,Categorical Data
Yes,Computers/Technology,Categorical Data
Yes,Computers/Technology,Categorical Data
No,Other industry,Categorical Data
Yes,Computers/Technology,Categorical Data
No,Other industry,Categorical Data
Maybe,Other industry,Categorical Data
Yes,Other industry,Categorical Data
Yes,Computers/Technology,Categorical Data
Yes,Other industry,Categorical Data
Yes,Other industry,Categorical Data
Yes,Other industry,Categorical Data
Yes,Academics/Education,Categorical Data
Maybe,Accounting/Finance,Categorical Data
No,Other industry,Categorical Data
Yes,Computers/Technology,Categorical Data
Yes,Other industry,Categorical Data
Yes,Academics/Education,Categorical Data
No,I am a student,Categorical Data
No,Other industry,Categorical Data
Yes,Online Service/Internet-based Services,Categorical Data
Yes,Other industry,Categorical Data
No,Other industry,Categorical Data
Yes,Academics/Education,Categorical Data
Yes,Accounting/Finance,Categorical Data
Yes,Computers/Technology,Categorical Data
Yes,Computers/Technology,Categorical Data
Yes,Other industry,Categorical Data
Yes,Other industry,Categorical Data
Yes,I am a student,Categorical Data
Yes,Other industry,Categorical Data
No,Accounting/Finance,Categorical Data
Yes,Computers/Technology,Categorical Data
Yes,Other industry,Categorical Data
Yes,Computers/Technology,Categorical Data
No,Accounting/Finance,Categorical Data
No,I am a student,Categorical Data
Yes,Academics/Education,Categorical Data
Yes,Other industry,Categorical Data
Maybe,I am a student,Categorical Data
Maybe,Academics/Education,Categorical Data
Yes,Computers/Technology,Categorical Data
Yes,Computers/Technology,Categorical Data
Yes,Computers/Technology,Categorical Data
Yes,I am a student,Categorical Data
Maybe,I am a student,Categorical Data
Maybe,I am a student,Categorical Data
Yes,Other industry,Categorical Data
Yes,I am a student,Categorical Data
Yes,I am a student,Categorical Data
No,Accounting/Finance,Categorical Data
Maybe,Online Service/Internet-based Services,Categorical Data
No,I am a student,Categorical Data
Yes,I am a student,Categorical Data
Yes,Academics/Education,Categorical Data
Yes,Other industry,Categorical Data
Maybe,Academics/Education,Categorical Data
Yes,Online Service/Internet-based Services,Categorical Data
Yes,Computers/Technology,Categorical Data
No,Accounting/Finance,Categorical Data
No,Other industry,Categorical Data
Yes,Academics/Education,Categorical Data
Yes,Other industry,Categorical Data
Maybe,I am a student,Categorical Data
No,Accounting/Finance,Categorical Data
No,I am a student,Categorical Data
Yes,I am a student,Categorical Data
Yes,Computers/Technology,Categorical Data
Yes,Computers/Technology,Categorical Data
No,Computers/Technology,Categorical Data
Yes,Accounting/Finance,Categorical Data
Yes,Computers/Technology,Categorical Data
Yes,Academics/Education,Categorical Data
No,Computers/Technology,Categorical Data
Yes,Computers/Technology,Categorical Data
No,Computers/Technology,Categorical Data
Yes,Computers/Technology,Categorical Data
Maybe,Other industry,Categorical Data
Maybe,Other industry,Categorical Data
Yes,Academics/Education,Categorical Data
Yes,Academics/Education,Categorical Data
No,Computers/Technology,Categorical Data
Maybe,Other industry,Categorical Data
Yes,Online Service/Internet-based Services,Categorical Data
Yes,Computers/Technology,Categorical Data
Maybe,Computers/Technology,Categorical Data
Maybe,I am a student,Categorical Data
No,Other industry,Categorical Data
Yes,Academics/Education,Categorical Data
Yes,Accounting/Finance,Categorical Data
Maybe,Computers/Technology,Categorical Data
No,I am a student,Categorical Data
Yes,I am a student,Categorical Data
Yes,Computers/Technology,Categorical Data
Yes,Academics/Education,Categorical Data
Yes,Academics/Education,Categorical Data
Yes,Computers/Technology,Categorical Data
Yes,Computers/Technology,Categorical Data
Yes,Computers/Technology,Categorical Data
Yes,I am a student,Categorical Data
Yes,Other industry,Categorical Data
Yes,Other industry,Categorical Data
No,I am a student,Categorical Data
No,I am a student,Categorical Data
Yes,Online Service/Internet-based Services,Categorical Data
Yes,Academics/Education,Categorical Data
Yes,Other industry,Categorical Data
No,I am a student,Categorical Data
Yes,Computers/Technology,Categorical Data
No,Computers/Technology,Categorical Data
No,I am a student,Categorical Data
Yes,Computers/Technology,Categorical Data
Yes,I am a student,Categorical Data
Maybe,Computers/Technology,Categorical Data
Maybe,Academics/Education,Categorical Data
Yes,I am a student,Categorical Data
Maybe,Computers/Technology,Categorical Data
Yes,Computers/Technology,Categorical Data
Yes,Computers/Technology,Categorical Data
Yes,Other industry,Categorical Data
Yes,I am a student,Categorical Data
Maybe,I am a student,Categorical Data
Yes,Other industry,Categorical Data
Yes,Computers/Technology,Categorical Data
Yes,Academics/Education,Categorical Data
Yes,I am a student,Categorical Data
Yes,Computers/Technology,Categorical Data
Yes,Computers/Technology,Categorical Data
Yes,Academics/Education,Categorical Data
Yes,Other industry,Categorical Data
No,Computers/Technology,Categorical Data
No,Academics/Education,Categorical Data
Yes,I am a student,Categorical Data
Yes,Other industry,Categorical Data
Yes,Computers/Technology,Categorical Data
Maybe,I am a student,Categorical Data
Maybe,I am a student,Categorical Data
Maybe,I am a student,Categorical Data
Yes,Computers/Technology,Categorical Data
Yes,Computers/Technology,Categorical Data
Yes,Other industry,Categorical Data
Yes,I am a student,Categorical Data
Yes,Computers/Technology,Categorical Data
No,Other industry,Categorical Data
Yes,Other industry,Categorical Data
Yes,I am a student,Categorical Data
Yes,Computers/Technology,Categorical Data
Yes,Other industry,Categorical Data
Yes,Other industry,Categorical Data
Yes,Computers/Technology,Categorical Data
Yes,Other industry,Categorical Data
Yes,I am a student,Categorical Data
Yes,Computers/Technology,Categorical Data
Yes,Other industry,Categorical Data
Yes,Other industry,Categorical Data
No,I am a student,Categorical Data
Yes,Accounting/Finance,Categorical Data
Yes,Online Service/Internet-based Services,Categorical Data
Yes,Other industry,Categorical Data
Yes,Computers/Technology,Categorical Data
Yes,Other industry,Categorical Data
Maybe,I am a student,Categorical Data
Yes,Computers/Technology,Categorical Data
Maybe,Other industry,Categorical Data
Yes,Computers/Technology,Categorical Data
Yes,Computers/Technology,Categorical Data
Maybe,I am a student,Categorical Data
Yes,Computers/Technology,Categorical Data
Yes,I am a student,Categorical Data
Yes,Computers/Technology,Categorical Data
Maybe,Other industry,Categorical Data
Yes,Computers/Technology,Categorical Data
Yes,Other industry,Categorical Data
Yes,I am a student,Categorical Data
Yes,Computers/Technology,Categorical Data
Yes,I am a student,Categorical Data
Yes,Computers/Technology,Categorical Data
No,Accounting/Finance,Categorical Data
Yes,I am a student,Categorical Data
Yes,Computers/Technology,Categorical Data
Yes,Academics/Education,Categorical Data
Yes,Academics/Education,Categorical Data
Yes,Computers/Technology,Categorical Data
No,I am a student,Categorical Data
Yes,Accounting/Finance,Categorical Data
No,Computers/Technology,Categorical Data
Maybe,Computers/Technology,Categorical Data
Maybe,Computers/Technology,Categorical Data
Maybe,Computers/Technology,Categorical Data
Maybe,Computers/Technology,Categorical Data
Yes,I am a student,Categorical Data
Yes,Academics/Education,Categorical Data
Yes,I am a student,Categorical Data
Yes,Other industry,Categorical Data
No,Other industry,Categorical Data
Yes,I am a student,Categorical Data
Maybe,Computers/Technology,Categorical Data
Maybe,Other industry,Categorical Data
Yes,I am a student,Categorical Data
Maybe,I am a student,Categorical Data
Yes,Accounting/Finance,Categorical Data
No,Other industry,Categorical Data
No,Other industry,Categorical Data
Maybe,Other industry,Categorical Data
Yes,Academics/Education,Categorical Data
Yes,I am a student,Categorical Data
Yes,Other industry,Categorical Data
No,I am a student,Categorical Data
Yes,Other industry,Categorical Data
Maybe,I am a student,Categorical Data
Maybe,Computers/Technology,Categorical Data
Yes,Other industry,Categorical Data
Maybe,I am a student,Categorical Data
Yes,Computers/Technology,Categorical Data
Yes,Other industry,Categorical Data
No,Other industry,Categorical Data
Maybe,Other industry,Categorical Data
Maybe,I am a student,Categorical Data
No,Computers/Technology,Categorical Data
Maybe,I am a student,Categorical Data
Maybe,I am a student,Categorical Data
No,I am a student,Categorical Data
Yes,Other industry,Categorical Data
Yes,Computers/Technology,Categorical Data
Yes,Computers/Technology,Categorical Data
Maybe,Computers/Technology,Categorical Data
No,I am a student,Categorical Data
Yes,I am a student,Categorical Data
No,I am a student,Categorical Data
Maybe,Online Service/Internet-based Services,Categorical Data
Yes,I am a student,Categorical Data
No,I am a student,Categorical Data
No,I am a student,Categorical Data
Yes,Computers/Technology,Categorical Data
No,I am a student,Categorical Data
Yes,Other industry,Categorical Data
Yes,Accounting/Finance,Categorical Data
Yes,I am a student,Categorical Data
Maybe,I am a student,Categorical Data
No,Computers/Technology,Categorical Data
Maybe,Computers/Technology,Categorical Data
No,Online Service/Internet-based Services,Categorical Data
Yes,Other industry,Categorical Data
Yes,Computers/Technology,Categorical Data
Yes,Online Service/Internet-based Services,Categorical Data
Yes,Computers/Technology,Categorical Data
Yes,I am a student,Categorical Data
Maybe,Accounting/Finance,Categorical Data
Yes,Other industry,Categorical Data
Maybe,I am a student,Categorical Data
Yes,Computers/Technology,Categorical Data
Yes,Other industry,Categorical Data
Yes,Computers/Technology,Categorical Data
Yes,Computers/Technology,Categorical Data
Maybe,Other industry,Categorical Data
Yes,I am a student,Categorical Data
Yes,Other industry,Categorical Data
Yes,Computers/Technology,Categorical Data
Maybe,Computers/Technology,Categorical Data
Yes,I am a student,Categorical Data
Yes,Computers/Technology,Categorical Data
No,I am a student,Categorical Data
No,I am a student,Categorical Data
No,Academics/Education,Categorical Data
No,I am a student,Categorical Data
Yes,I am a student,Categorical Data
Maybe,I am a student,Categorical Data
Yes,Computers/Technology,Categorical Data
No,I am a student,Categorical Data
Yes,Computers/Technology,Categorical Data
No,I am a student,Categorical Data
Yes,I am a student,Categorical Data
No,I am a student,Categorical Data
Yes,Other industry,Categorical Data
No,I am a student,Categorical Data
Yes,Other industry,Categorical Data
No,Computers/Technology,Categorical Data
Maybe,Computers/Technology,Categorical Data
Yes,Academics/Education,Categorical Data
Yes,Academics/Education,Categorical Data
Yes,I am a student,Categorical Data
Yes,Computers/Technology,Categorical Data
Yes,Academics/Education,Categorical Data
Yes,I am a student,Categorical Data
Yes,Computers/Technology,Categorical Data
Yes,Other industry,Categorical Data
Yes,Other industry,Categorical Data
Yes,Other industry,Categorical Data
No,Computers/Technology,Categorical Data
Maybe,I am a student,Categorical Data
Yes,Other industry,Categorical Data
